,player,position,squad,age,minutes,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,progressive_passes,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,progressive_carries,year,progressive_passes_per90,progressive_carries_per90
517,Toby Alderweireld 19,DF,Tottenham,30,2957.0,0.03,0.03,0.07,0.03,0.07,87.0,0.61,18.0,0.0,0.0,1.0,0.0,80.0,19,2.647954007439973,2.434900236726412
518,Trent Alexander-Arnold 19,DF,Liverpool,20,3175.0,0.08,0.28,0.36,0.08,0.36,274.0,4.28,91.0,50.0,3.0,5.0,1.0,245.0,19,7.766929133858268,6.94488188976378
519,Alisson 19,GK,Liverpool,26,2543.0,0.0,0.02,0.02,0.0,0.02,1.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,19,0.03539127015336217,0.0
520,Dele Alli 19,"MF,FW",Tottenham,23,1847.0,0.35,0.1,0.44,0.31,0.4,65.0,2.63,39.0,1.0,9.0,2.0,2.0,104.0,19,3.167298321602599,5.0676773145641585
521,Miguel Almirón 19,"MF,FW",Newcastle Utd,25,3021.0,0.19,0.05,0.24,0.19,0.24,66.0,2.38,58.0,0.0,7.0,5.0,7.0,161.0,19,1.9662363455809333,4.796425024826216
522,Marcos Alonso 19,DF,Chelsea,28,1430.0,0.13,0.14,0.26,0.13,0.26,70.0,2.96,36.0,5.0,1.0,2.0,3.0,138.0,19,4.405594405594406,8.685314685314685
523,Steven Alzate 19,"MF,DF",Brighton,20,1188.0,0.09,0.05,0.14,0.09,0.14,56.0,2.27,22.0,0.0,5.0,2.0,1.0,100.0,19,4.242424242424242,7.575757575757576
524,Ibrahim Amadou 19,"DF,MF",Norwich City,26,759.0,0.11,0.0,0.12,0.11,0.12,11.0,0.12,1.0,0.0,0.0,0.0,0.0,5.0,19,1.3043478260869565,0.5928853754940712
525,Felipe Anderson 19,"MF,FW",West Ham,26,1497.0,0.15,0.19,0.33,0.15,0.33,85.0,3.49,44.0,2.0,5.0,3.0,3.0,154.0,19,5.110220440881764,9.258517034068136
526,Florin Andone 19,"MF,FW",Brighton,26,73.0,0.18,0.06,0.24,0.18,0.24,0.0,1.23,1.0,0.0,0.0,0.0,0.0,2.0,19,0.0,2.4657534246575343
527,Angeliño 19,DF,Manchester City,22,423.0,0.04,0.26,0.31,0.04,0.31,39.0,2.98,13.0,0.0,1.0,0.0,0.0,54.0,19,8.297872340425531,11.48936170212766
528,Faustino Anjorin 19,FW,Chelsea,17,20.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19,0.0,4.5
529,Michail Antonio 19,FW,West Ham,29,1768.0,0.59,0.14,0.73,0.56,0.69,32.0,3.0,31.0,1.0,15.0,5.0,6.0,82.0,19,1.6289592760180995,4.1742081447963795
530,Stuart Armstrong 19,MF,Southampton,27,1715.0,0.15,0.06,0.21,0.15,0.21,60.0,2.62,37.0,0.0,4.0,4.0,3.0,90.0,19,3.14868804664723,4.723032069970845
531,Kepa Arrizabalaga 19,GK,Chelsea,24,2970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,19,0.0,0.0
532,Christian Atsu 19,"FW,MF",Newcastle Utd,27,749.0,0.02,0.11,0.14,0.02,0.14,13.0,2.76,17.0,2.0,2.0,0.0,1.0,32.0,19,1.562082777036048,3.8451268357810413
533,Pierre-Emerick Aubameyang 19,FW,Arsenal,30,3136.0,0.45,0.08,0.54,0.41,0.49,78.0,1.61,38.0,0.0,7.0,4.0,5.0,171.0,19,2.2385204081632657,4.907525510204082
534,Serge Aurier 19,DF,Tottenham,26,2700.0,0.02,0.09,0.11,0.02,0.11,111.0,1.6,43.0,2.0,2.0,0.0,0.0,130.0,19,3.7,4.333333333333333
535,Jordan Ayew 19,"FW,MF",Crystal Palace,27,3148.0,0.18,0.06,0.24,0.18,0.24,49.0,1.94,43.0,0.0,11.0,1.0,11.0,138.0,19,1.400889453621347,3.9453621346886916
536,César Azpilicueta 19,DF,Chelsea,29,3229.0,0.07,0.16,0.24,0.07,0.24,182.0,2.23,71.0,2.0,1.0,2.0,3.0,150.0,19,5.072777949829669,4.180860947661815
537,Eric Bailly 19,DF,Manchester Utd,25,150.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,1.0,0.0,0.0,0.0,0.0,3.0,19,2.4,1.7999999999999998
538,Leighton Baines 19,DF,Everton,34,404.0,0.01,0.16,0.17,0.01,0.17,13.0,2.67,8.0,3.0,0.0,0.0,1.0,16.0,19,2.896039603960396,3.5643564356435644
539,Fabián Balbuena 19,DF,West Ham,27,1177.0,0.13,0.0,0.13,0.13,0.13,30.0,0.31,3.0,0.0,0.0,1.0,0.0,24.0,19,2.293967714528462,1.8351741716227699
540,George Baldock 19,DF,Sheffield Utd,26,3420.0,0.02,0.07,0.09,0.02,0.09,88.0,1.71,52.0,4.0,6.0,0.0,3.0,182.0,19,2.3157894736842106,4.7894736842105265
541,Phil Bardsley 19,DF,Burnley,34,1890.0,0.01,0.03,0.05,0.01,0.05,63.0,0.95,11.0,3.0,0.0,2.0,0.0,48.0,19,3.0,2.2857142857142856
542,Ross Barkley 19,MF,Chelsea,25,1103.0,0.18,0.23,0.4,0.18,0.4,48.0,3.83,31.0,1.0,6.0,5.0,3.0,72.0,19,3.9165911151405255,5.8748866727107885
543,Ashley Barnes 19,FW,Burnley,29,1352.0,0.37,0.03,0.4,0.32,0.35,22.0,1.4,12.0,0.0,1.0,1.0,5.0,26.0,19,1.4644970414201184,1.7307692307692308
544,Harvey Barnes 19,"MF,FW",Leicester City,21,2083.0,0.38,0.15,0.53,0.38,0.53,87.0,3.33,59.0,0.0,8.0,5.0,5.0,174.0,19,3.7590014402304366,7.518002880460873
545,Chris Basham 19,DF,Sheffield Utd,31,3242.0,0.01,0.03,0.04,0.01,0.04,60.0,0.69,22.0,0.0,2.0,0.0,1.0,119.0,19,1.6656384947563232,3.3035163479333742
546,Borja Bastón 19,"MF,FW",Aston Villa,26,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19,10.0,5.0
547,Michy Batshuayi 19,FW,Chelsea,25,239.0,0.84,0.07,0.91,0.84,0.91,1.0,2.64,5.0,0.0,1.0,1.0,0.0,8.0,19,0.3765690376569038,3.0125523012552304
548,Jan Bednarek 19,DF,Southampton,23,3057.0,0.02,0.0,0.03,0.02,0.03,62.0,0.38,11.0,0.0,0.0,1.0,1.0,42.0,19,1.8253189401373895,1.2365063788027477
549,Héctor Bellerín 19,DF,Arsenal,24,1158.0,0.04,0.02,0.06,0.04,0.06,38.0,1.09,11.0,0.0,2.0,1.0,0.0,70.0,19,2.9533678756476682,5.4404145077720205
550,Ryan Bennett 19,DF,Wolves,29,606.0,0.0,0.01,0.01,0.0,0.01,15.0,0.74,4.0,1.0,0.0,0.0,0.0,9.0,19,2.227722772277228,1.3366336633663367
551,Ryan Bennett 19,DF,Leicester City,29,331.0,0.0,0.0,0.0,0.0,0.0,8.0,0.54,2.0,0.0,0.0,0.0,0.0,9.0,19,2.175226586102719,2.447129909365559
552,Nabil Bentaleb 19,MF,Newcastle Utd,24,751.0,0.01,0.03,0.04,0.01,0.04,14.0,1.32,9.0,1.0,0.0,0.0,0.0,12.0,19,1.6777629826897469,1.4380825565912116
553,Christian Benteke 19,FW,Crystal Palace,28,1261.0,0.36,0.15,0.51,0.36,0.51,31.0,2.78,24.0,0.0,5.0,4.0,3.0,31.0,19,2.2125297383029343,2.2125297383029343
554,Jóhann Berg Guðmundsson 19,MF,Burnley,28,621.0,0.16,0.12,0.28,0.16,0.28,10.0,3.33,17.0,2.0,1.0,1.0,1.0,24.0,19,1.4492753623188406,3.4782608695652173
555,Sander Berge 19,MF,Sheffield Utd,21,943.0,0.04,0.04,0.09,0.04,0.09,29.0,0.67,6.0,0.0,1.0,0.0,0.0,34.0,19,2.767762460233298,3.2449628844114526
556,Steven Bergwijn 19,"FW,MF",Tottenham,21,704.0,0.15,0.13,0.28,0.15,0.28,12.0,3.32,22.0,0.0,2.0,0.0,2.0,41.0,19,1.5340909090909092,5.2414772727272725
557,Bernard 19,"MF,FW",Everton,26,1280.0,0.08,0.13,0.21,0.08,0.21,59.0,3.52,39.0,0.0,5.0,2.0,1.0,94.0,19,4.1484375,6.609375
558,Bernardo 19,DF,Brighton,24,679.0,0.03,0.02,0.06,0.03,0.06,39.0,1.33,9.0,1.0,0.0,0.0,0.0,39.0,19,5.169366715758469,5.169366715758469
559,Ryan Bertrand 19,DF,Southampton,29,2742.0,0.06,0.12,0.17,0.06,0.17,127.0,2.04,45.0,14.0,0.0,0.0,3.0,144.0,19,4.168490153172867,4.7264770240700225
560,Muhamed Bešić 19,MF,Sheffield Utd,26,250.0,0.05,0.03,0.08,0.05,0.08,9.0,1.08,3.0,0.0,0.0,0.0,0.0,6.0,19,3.24,2.16
561,Philip Billing 19,MF,Bournemouth,23,2530.0,0.09,0.04,0.13,0.09,0.13,76.0,1.6,35.0,2.0,2.0,3.0,1.0,75.0,19,2.7035573122529644,2.6679841897233203
562,Yves Bissouma 19,MF,Brighton,22,1259.0,0.03,0.01,0.04,0.03,0.04,40.0,0.79,10.0,0.0,0.0,1.0,0.0,81.0,19,2.8594122319301034,5.790309769658459
563,Willy Boly 19,DF,Wolves,28,1979.0,0.01,0.02,0.03,0.01,0.03,37.0,0.36,8.0,0.0,0.0,0.0,0.0,36.0,19,1.68266801414856,1.637190500252653
564,Gaëtan Bong 19,"MF,DF",Brighton,31,59.0,0.0,0.23,0.23,0.0,0.23,3.0,4.58,3.0,0.0,0.0,0.0,0.0,4.0,19,4.576271186440678,6.101694915254237
565,Sofiane Boufal 19,"MF,FW",Southampton,25,764.0,0.11,0.32,0.43,0.11,0.43,25.0,4.71,22.0,0.0,8.0,1.0,6.0,90.0,19,2.945026178010471,10.602094240837696
566,Jarrod Bowen 19,FW,West Ham,22,917.0,0.17,0.22,0.38,0.17,0.38,18.0,2.75,11.0,6.0,3.0,4.0,3.0,47.0,19,1.766630316248637,4.612868047982552
567,Robbie Brady 19,MF,Burnley,27,454.0,0.23,0.06,0.29,0.23,0.29,19.0,2.58,9.0,2.0,0.0,1.0,1.0,17.0,19,3.7665198237885464,3.3700440528634363
568,Jarrad Branthwaite 19,DF,Everton,17,300.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19,1.2,2.1
569,Claudio Bravo 19,GK,Manchester City,36,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0
570,Armando Broja 19,FW,Chelsea,17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0
571,David Brooks 19,MF,Bournemouth,22,506.0,0.14,0.07,0.21,0.14,0.21,20.0,1.6,6.0,1.0,0.0,1.0,0.0,21.0,19,3.557312252964427,3.7351778656126484
572,Josh Brownhill 19,MF,Burnley,23,805.0,0.04,0.02,0.06,0.04,0.06,17.0,1.57,12.0,0.0,1.0,0.0,0.0,18.0,19,1.9006211180124224,2.012422360248447
573,Emi Buendía 19,"FW,MF",Norwich City,22,2464.0,0.08,0.26,0.34,0.08,0.34,173.0,5.04,83.0,30.0,10.0,3.0,9.0,212.0,19,6.3189935064935066,7.7435064935064934
574,Dan Burn 19,DF,Brighton,27,2880.0,0.04,0.04,0.08,0.04,0.08,106.0,1.06,28.0,3.0,1.0,1.0,0.0,115.0,19,3.3125,3.59375
575,Sam Byram 19,DF,Norwich City,25,1293.0,0.08,0.04,0.12,0.08,0.12,43.0,1.39,14.0,0.0,1.0,3.0,1.0,54.0,19,2.9930394431554523,3.7587006960556844
576,Willy Caballero 19,GK,Chelsea,37,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0
577,Gary Cahill 19,DF,Crystal Palace,33,2167.0,0.05,0.01,0.07,0.05,0.07,34.0,0.33,5.0,1.0,0.0,2.0,0.0,27.0,19,1.4120904476234424,1.121365943700969
578,Dominic Calvert-Lewin 19,FW,Everton,22,2626.0,0.49,0.03,0.52,0.49,0.52,39.0,1.92,34.0,0.0,2.0,5.0,12.0,52.0,19,1.3366336633663367,1.7821782178217822
579,Víctor Camarasa 19,MF,Crystal Palace,25,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,19,0.0,15.0
580,João Cancelo 19,DF,Manchester City,25,1208.0,0.04,0.13,0.17,0.04,0.17,88.0,3.28,32.0,1.0,6.0,2.0,2.0,146.0,19,6.556291390728477,10.87748344370861
581,Todd Cantwell 19,"FW,MF",Norwich City,21,2489.0,0.21,0.1,0.31,0.21,0.31,77.0,2.68,58.0,0.0,6.0,3.0,6.0,139.0,19,2.784250703093612,5.026114905584572
582,Étienne Capoue 19,MF,Watford,31,2627.0,0.03,0.11,0.13,0.03,0.13,118.0,1.51,32.0,6.0,2.0,0.0,3.0,66.0,19,4.042634183479254,2.26113437381043
583,Andy Carroll 19,FW,Newcastle Utd,30,632.0,0.13,0.23,0.36,0.13,0.36,15.0,2.85,19.0,0.0,0.0,0.0,1.0,9.0,19,2.1360759493670884,1.2816455696202531
584,Jonny Castro 19,DF,Wolves,25,2887.0,0.04,0.03,0.07,0.04,0.07,87.0,1.68,42.0,2.0,2.0,0.0,3.0,182.0,19,2.7121579494284727,5.67370973328715
585,Craig Cathcart 19,DF,Watford,30,2488.0,0.01,0.0,0.01,0.01,0.01,38.0,0.18,5.0,0.0,0.0,0.0,0.0,22.0,19,1.3745980707395498,0.7958199356913183
586,Dani Ceballos 19,MF,Arsenal,22,1692.0,0.03,0.1,0.13,0.03,0.13,105.0,2.61,32.0,12.0,0.0,1.0,2.0,172.0,19,5.585106382978723,9.148936170212766
587,Nathaniel Chalobah 19,MF,Watford,24,930.0,0.04,0.11,0.15,0.04,0.15,34.0,1.84,16.0,2.0,0.0,0.0,0.0,20.0,19,3.290322580645161,1.9354838709677418
588,Calum Chambers 19,DF,Arsenal,24,1102.0,0.06,0.06,0.11,0.06,0.11,45.0,1.39,9.0,2.0,0.0,4.0,0.0,63.0,19,3.6751361161524505,5.145190562613431
589,Ben Chilwell 19,DF,Leicester City,22,2373.0,0.04,0.14,0.17,0.04,0.17,113.0,2.39,53.0,7.0,1.0,1.0,0.0,220.0,19,4.285714285714286,8.34386852085967
590,Tahith Chong 19,"FW,DF",Manchester Utd,19,37.0,0.15,0.0,0.15,0.15,0.15,2.0,4.86,2.0,0.0,0.0,0.0,0.0,2.0,19,4.864864864864865,4.864864864864865
591,Hamza Choudhury 19,MF,Leicester City,21,893.0,0.05,0.01,0.06,0.05,0.06,19.0,1.21,11.0,0.0,0.0,1.0,0.0,10.0,19,1.9148936170212765,1.007838745800672
592,Andreas Christensen 19,DF,Chelsea,23,1751.0,0.04,0.05,0.09,0.04,0.09,47.0,0.57,10.0,0.0,0.0,1.0,0.0,73.0,19,2.4157624214734437,3.75214163335237
593,Ciaran Clark 19,DF,Newcastle Utd,29,1186.0,0.1,0.0,0.1,0.1,0.1,15.0,0.08,1.0,0.0,0.0,0.0,0.0,9.0,19,1.1382799325463744,0.6829679595278246
594,Leon Clarke 19,"FW,MF",Sheffield Utd,34,35.0,0.85,0.0,0.85,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0
595,Tom Cleverley 19,MF,Watford,29,971.0,0.15,0.05,0.2,0.15,0.2,45.0,2.87,24.0,2.0,0.0,2.0,3.0,28.0,19,4.170957775489186,2.595262615859938
596,Conor Coady 19,DF,Wolves,26,3420.0,0.0,0.02,0.02,0.0,0.02,53.0,0.34,13.0,0.0,0.0,0.0,0.0,36.0,19,1.394736842105263,0.9473684210526315
597,Séamus Coleman 19,DF,Everton,30,1839.0,0.03,0.03,0.06,0.03,0.06,80.0,1.13,16.0,2.0,3.0,2.0,0.0,91.0,19,3.9151712887438825,4.4535073409461665
598,Aaron Connolly 19,FW,Brighton,19,1258.0,0.23,0.02,0.25,0.23,0.25,10.0,1.79,7.0,0.0,3.0,3.0,9.0,39.0,19,0.7154213036565977,2.7901430842607313
599,Lewis Cook 19,MF,Bournemouth,22,1352.0,0.02,0.06,0.08,0.02,0.08,65.0,2.13,24.0,2.0,1.0,3.0,2.0,48.0,19,4.326923076923077,3.195266272189349
600,Steve Cook 19,DF,Bournemouth,28,2428.0,0.03,0.01,0.04,0.03,0.04,56.0,0.22,5.0,1.0,0.0,0.0,0.0,27.0,19,2.0757825370675453,1.0008237232289952
601,Jack Cork 19,MF,Burnley,30,2613.0,0.06,0.02,0.08,0.06,0.08,61.0,0.83,19.0,0.0,2.0,0.0,2.0,66.0,19,2.1010332950631456,2.2732491389207805
602,Aaron Cresswell 19,DF,West Ham,29,2727.0,0.04,0.06,0.1,0.04,0.1,123.0,1.52,33.0,6.0,2.0,1.0,4.0,91.0,19,4.0594059405940595,3.0033003300330035
603,Patrick Cutrone 19,FW,Wolves,21,297.0,0.72,0.01,0.73,0.72,0.73,1.0,0.61,1.0,0.0,0.0,1.0,0.0,10.0,19,0.30303030303030304,3.0303030303030303
604,Diogo Dalot 19,"DF,MF",Manchester Utd,20,67.0,0.24,0.0,0.24,0.24,0.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19,2.6865671641791042,8.059701492537313
605,Charlie Daniels 19,DF,Bournemouth,32,126.0,0.0,0.06,0.06,0.0,0.06,2.0,2.86,3.0,1.0,0.0,0.0,0.0,5.0,19,1.4285714285714286,3.5714285714285716
606,Scott Dann 19,DF,Crystal Palace,32,1266.0,0.03,0.03,0.06,0.03,0.06,28.0,0.5,6.0,0.0,1.0,0.0,0.0,7.0,19,1.9905213270142181,0.49763033175355453
607,Kevin Danso 19,DF,Southampton,20,277.0,0.04,0.06,0.1,0.04,0.1,8.0,0.97,3.0,0.0,0.0,0.0,0.0,12.0,19,2.5992779783393503,3.898916967509025
608,Ben Davies 19,DF,Tottenham,26,1431.0,0.01,0.04,0.05,0.01,0.05,69.0,1.07,15.0,1.0,0.0,1.0,0.0,71.0,19,4.339622641509433,4.465408805031447
609,Tom Davies 19,MF,Everton,21,2027.0,0.09,0.01,0.1,0.09,0.1,111.0,1.07,17.0,0.0,2.0,3.0,2.0,76.0,19,4.9284657128761715,3.3744449925999014
610,Keinan Davis 19,FW,Aston Villa,21,548.0,0.31,0.03,0.34,0.31,0.34,8.0,3.28,11.0,0.0,1.0,4.0,4.0,26.0,19,1.3138686131386863,4.27007299270073
611,Craig Dawson 19,DF,Watford,29,2361.0,0.09,0.01,0.1,0.09,0.1,45.0,0.46,7.0,0.0,0.0,5.0,0.0,29.0,19,1.7153748411689962,1.1054637865311308
612,Kevin De Bruyne 19,MF,Manchester City,28,2791.0,0.24,0.59,0.84,0.2,0.79,261.0,7.16,157.0,39.0,11.0,4.0,9.0,331.0,19,8.41633823002508,10.67359369401648
613,Troy Deeney 19,FW,Watford,31,2225.0,0.4,0.14,0.54,0.21,0.36,70.0,2.06,42.0,0.0,0.0,3.0,5.0,31.0,19,2.8314606741573036,1.253932584269663
614,Fabian Delph 19,MF,Everton,29,1190.0,0.0,0.02,0.03,0.0,0.03,62.0,1.36,16.0,0.0,0.0,1.0,0.0,54.0,19,4.689075630252101,4.084033613445379
615,Leander Dendoncker 19,"MF,DF",Wolves,24,2795.0,0.05,0.02,0.07,0.05,0.07,58.0,0.61,18.0,0.0,1.0,0.0,0.0,65.0,19,1.8676207513416814,2.093023255813953
616,Gerard Deulofeu 19,FW,Watford,25,2098.0,0.22,0.2,0.42,0.19,0.39,59.0,3.99,51.0,10.0,14.0,7.0,6.0,201.0,19,2.530981887511916,8.622497616777885
617,Eric Dier 19,"DF,MF",Tottenham,25,1344.0,0.07,0.01,0.07,0.07,0.07,43.0,0.67,9.0,0.0,0.0,1.0,0.0,33.0,19,2.8794642857142856,2.2098214285714284
618,Lucas Digne 19,DF,Everton,26,3030.0,0.04,0.18,0.22,0.04,0.22,151.0,3.09,58.0,37.0,2.0,3.0,3.0,172.0,19,4.485148514851486,5.108910891089109
619,Virgil van Dijk 19,DF,Liverpool,28,3420.0,0.08,0.03,0.11,0.08,0.11,154.0,0.63,19.0,0.0,0.0,1.0,2.0,137.0,19,4.052631578947368,3.6052631578947367
620,Issa Diop 19,DF,West Ham,22,2766.0,0.05,0.03,0.08,0.05,0.08,37.0,0.29,6.0,1.0,0.0,2.0,0.0,49.0,19,1.2039045553145336,1.5943600867678958
621,Moussa Djenepo 19,"MF,DF",Southampton,21,928.0,0.26,0.13,0.39,0.26,0.39,29.0,3.88,19.0,0.0,11.0,1.0,8.0,79.0,19,2.8125,7.661637931034482
622,Matt Doherty 19,DF,Wolves,27,2839.0,0.16,0.06,0.22,0.16,0.22,152.0,2.0,47.0,1.0,6.0,7.0,2.0,174.0,19,4.818598097921804,5.516026769989433
623,Abdoulaye Doucouré 19,MF,Watford,26,3156.0,0.15,0.08,0.23,0.15,0.23,110.0,2.4,59.0,0.0,10.0,8.0,3.0,144.0,19,3.1368821292775664,4.106463878326996
624,Thomas Doyle 19,MF,Manchester City,17,16.0,0.42,0.0,0.42,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0
625,Danny Drinkwater 19,MF,Aston Villa,29,259.0,0.03,0.01,0.04,0.03,0.04,10.0,1.39,3.0,0.0,0.0,0.0,1.0,3.0,19,3.474903474903475,1.0424710424710424
626,Danny Drinkwater 19,MF,Burnley,29,58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1.5517241379310345,0.0
627,Josip Drmić 19,"FW,MF",Norwich City,26,647.0,0.36,0.06,0.42,0.36,0.42,5.0,1.67,7.0,0.0,1.0,2.0,1.0,11.0,19,0.6955177743431221,1.5301391035548686
628,Martin Dúbravka 19,GK,Newcastle Utd,30,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,19,0.0,0.0
629,Ondrej Duda 19,MF,Norwich City,24,724.0,0.09,0.13,0.22,0.09,0.22,23.0,3.23,15.0,6.0,1.0,2.0,1.0,22.0,19,2.8591160220994474,2.7348066298342544
630,Shane Duffy 19,DF,Brighton,27,1238.0,0.11,0.0,0.11,0.11,0.11,23.0,0.36,4.0,0.0,1.0,0.0,0.0,17.0,19,1.6720516962843295,1.235864297253635
631,Paul Dummett 19,DF,Newcastle Utd,27,1228.0,0.0,0.01,0.01,0.0,0.01,27.0,0.44,5.0,0.0,0.0,0.0,1.0,18.0,19,1.978827361563518,1.3192182410423454
632,Lewis Dunk 19,DF,Brighton,27,3230.0,0.11,0.03,0.14,0.11,0.14,82.0,0.72,23.0,2.0,0.0,0.0,0.0,76.0,19,2.2848297213622293,2.1176470588235294
633,Ederson 19,GK,Manchester City,25,3071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,4.0,0.0,0.0,0.0,0.0,1.0,19,0.0,0.029306414848583526
634,John Egan 19,DF,Sheffield Utd,26,3187.0,0.07,0.0,0.07,0.07,0.07,65.0,0.17,3.0,0.0,0.0,3.0,0.0,58.0,19,1.8355820520866017,1.637903984938814
635,Harvey Elliott 19,DF,Liverpool,16,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,11.25,0.0
636,Ahmed Elmohamady 19,DF,Aston Villa,31,1031.0,0.02,0.22,0.24,0.02,0.24,43.0,2.44,27.0,1.0,0.0,0.0,0.0,64.0,19,3.7536372453928224,5.586808923375363
637,Björn Engels 19,DF,Aston Villa,24,1447.0,0.05,0.0,0.05,0.05,0.05,35.0,0.37,5.0,0.0,0.0,1.0,0.0,36.0,19,2.1769177608845887,2.2391154111955767
638,Christian Eriksen 19,"MF,FW",Tottenham,27,1097.0,0.16,0.16,0.32,0.16,0.32,57.0,3.36,31.0,8.0,1.0,0.0,0.0,58.0,19,4.676390154968095,4.758432087511395
639,Jonny Evans 19,DF,Leicester City,31,3383.0,0.07,0.02,0.09,0.07,0.09,117.0,0.61,17.0,0.0,1.0,3.0,1.0,119.0,19,3.112621933195389,3.1658291457286434
640,Łukasz Fabiański 19,GK,West Ham,34,2117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0
641,Fabinho 19,MF,Liverpool,25,2079.0,0.02,0.08,0.09,0.02,0.09,98.0,1.47,30.0,0.0,1.0,0.0,1.0,85.0,19,4.242424242424242,3.6796536796536796
642,Ralf Fährmann 19,GK,Norwich City,30,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0
643,Akin Famewo 19,MF,Norwich City,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0
644,Kiko Femenía 19,DF,Watford,28,2237.0,0.0,0.06,0.07,0.0,0.07,77.0,1.33,27.0,3.0,1.0,0.0,1.0,93.0,19,3.097898971837282,3.7416182387125616
645,Bruno Fernandes 19,MF,Manchester Utd,24,1186.0,0.44,0.19,0.63,0.21,0.4,80.0,4.4,39.0,12.0,1.0,2.0,3.0,107.0,19,6.070826306913997,8.11973018549747
646,Gedson Fernandes 19,"MF,DF",Tottenham,20,68.0,0.07,0.22,0.29,0.07,0.29,5.0,3.97,3.0,0.0,0.0,0.0,0.0,12.0,19,6.61764705882353,15.882352941176471
647,Federico Fernández 19,DF,Newcastle Utd,30,2620.0,0.06,0.01,0.07,0.06,0.07,32.0,0.34,6.0,0.0,1.0,3.0,0.0,23.0,19,1.099236641221374,0.7900763358778626
648,Fernandinho 19,DF,Manchester City,34,2397.0,0.04,0.02,0.06,0.04,0.06,165.0,1.01,24.0,0.0,0.0,3.0,0.0,278.0,19,6.195244055068836,10.438047559449311
649,Roberto Firmino 19,FW,Liverpool,27,2988.0,0.41,0.19,0.59,0.41,0.59,103.0,2.92,72.0,0.0,15.0,4.0,3.0,163.0,19,3.102409638554217,4.909638554216867
650,John Fleck 19,MF,Sheffield Utd,27,2516.0,0.13,0.12,0.24,0.13,0.24,96.0,2.61,48.0,16.0,5.0,2.0,0.0,124.0,19,3.4340222575516695,4.4356120826709065
651,Phil Foden 19,"FW,MF",Manchester City,19,901.0,0.43,0.2,0.63,0.43,0.63,32.0,4.5,35.0,2.0,3.0,1.0,3.0,73.0,19,3.1964483906770256,7.291897891231964
652,Pablo Fornals 19,"MF,FW",West Ham,23,2172.0,0.12,0.09,0.21,0.12,0.21,65.0,1.99,38.0,4.0,1.0,2.0,3.0,95.0,19,2.6933701657458564,3.93646408839779
653,Ben Foster 19,GK,Watford,36,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,2.0,3.0,0.0,0.0,0.0,0.0,19,0.0,0.0
654,Timothy Fosu-Mensah 19,DF,Manchester Utd,21,136.0,0.04,0.08,0.13,0.04,0.13,5.0,1.99,3.0,0.0,0.0,0.0,0.0,5.0,19,3.308823529411765,3.308823529411765
655,Dimitri Foulquier 19,"DF,MF",Watford,26,59.0,0.0,0.02,0.02,0.0,0.02,2.0,1.53,1.0,0.0,0.0,0.0,0.0,3.0,19,3.0508474576271185,4.576271186440678
656,Juan Foyth 19,DF,Tottenham,21,68.0,0.0,0.02,0.02,0.0,0.02,4.0,1.32,1.0,0.0,0.0,0.0,0.0,1.0,19,5.294117647058823,1.3235294117647058
