,player,position,squad,age,minutes,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,progressive_passes,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,progressive_carries,year,progressive_passes_per90,progressive_carries_per90
1069,George Baldock 20,DF,Sheffield Utd,27,2787.0,0.04,0.05,0.09,0.04,0.09,61.0,1.03,27.0,0.0,1.0,3.0,0.0,129.0,20,1.969860064585576,4.165769644779333
1070,Gareth Bale 20,FW,Tottenham,31,920.0,0.52,0.19,0.71,0.52,0.71,32.0,4.4,24.0,7.0,8.0,3.0,2.0,63.0,20,3.130434782608696,6.16304347826087
1071,Patrick Bamford 20,FW,Leeds United,26,3050.0,0.51,0.12,0.63,0.46,0.59,31.0,1.77,41.0,0.0,5.0,6.0,6.0,56.0,20,0.9147540983606558,1.6524590163934427
1072,Phil Bardsley 20,DF,Burnley,35,274.0,0.04,0.0,0.04,0.04,0.04,11.0,0.99,1.0,0.0,1.0,0.0,1.0,11.0,20,3.613138686131387,3.613138686131387
1073,Ross Barkley 20,MF,Aston Villa,26,1531.0,0.19,0.21,0.4,0.19,0.4,76.0,4.41,43.0,20.0,9.0,1.0,2.0,81.0,20,4.467668190725016,4.761593729588504
1074,Ross Barkley 20,MF,Chelsea,26,42.0,0.06,0.16,0.22,0.06,0.22,2.0,6.43,2.0,0.0,1.0,0.0,0.0,3.0,20,4.285714285714286,6.428571428571429
1075,Ashley Barnes 20,FW,Burnley,30,1331.0,0.35,0.04,0.39,0.3,0.34,20.0,2.43,25.0,0.0,0.0,5.0,4.0,26.0,20,1.35236664162284,1.7580766341096918
1076,Harvey Barnes 20,"FW,MF",Leicester City,22,1945.0,0.29,0.07,0.35,0.29,0.35,62.0,3.15,44.0,0.0,8.0,7.0,8.0,178.0,20,2.8688946015424164,8.236503856041132
1077,Kyle Bartley 20,DF,West Brom,29,2584.0,0.07,0.01,0.08,0.07,0.08,30.0,0.31,7.0,0.0,0.0,2.0,0.0,19.0,20,1.044891640866873,0.6617647058823529
1078,Chris Basham 20,"DF,MF",Sheffield Utd,32,2576.0,0.03,0.03,0.05,0.03,0.05,62.0,0.77,18.0,0.0,2.0,0.0,2.0,106.0,20,2.1661490683229814,3.703416149068323
1079,Michy Batshuayi 20,FW,Crystal Palace,26,728.0,0.17,0.18,0.35,0.17,0.35,11.0,2.47,13.0,1.0,4.0,0.0,2.0,19.0,20,1.35989010989011,2.348901098901099
1080,Jan Bednarek 20,DF,Southampton,24,3100.0,0.03,0.01,0.04,0.03,0.04,80.0,0.41,12.0,1.0,0.0,1.0,0.0,78.0,20,2.3225806451612905,2.264516129032258
1081,Donny van de Beek 20,"MF,FW",Manchester Utd,23,524.0,0.05,0.17,0.22,0.05,0.22,10.0,2.06,10.0,0.0,1.0,0.0,1.0,19.0,20,1.717557251908397,3.263358778625954
1082,Héctor Bellerín 20,DF,Arsenal,25,2089.0,0.04,0.1,0.14,0.04,0.14,88.0,1.77,37.0,1.0,0.0,2.0,1.0,115.0,20,3.791287697462901,4.954523695548109
1083,Saïd Benrahma 20,"FW,MF",West Ham,24,1391.0,0.15,0.28,0.43,0.15,0.43,47.0,3.56,49.0,0.0,3.0,1.0,1.0,124.0,20,3.04097771387491,8.023005032350827
1084,Josh Benson 20,MF,Burnley,20,264.0,0.06,0.0,0.06,0.06,0.06,7.0,0.34,1.0,0.0,0.0,0.0,0.0,5.0,20,2.3863636363636367,1.7045454545454546
1085,Christian Benteke 20,FW,Crystal Palace,29,1816.0,0.4,0.05,0.45,0.4,0.45,33.0,1.88,29.0,0.0,3.0,2.0,2.0,41.0,20,1.6354625550660793,2.0319383259911894
1086,Gaetano Berardi 20,DF,Leeds United,31,113.0,0.03,0.0,0.03,0.03,0.03,3.0,0.8,0.0,0.0,0.0,1.0,0.0,1.0,20,2.3893805309734515,0.7964601769911505
1087,Jóhann Berg Guðmundsson 20,MF,Burnley,29,1363.0,0.11,0.03,0.14,0.11,0.14,34.0,1.78,22.0,1.0,0.0,1.0,2.0,73.0,20,2.2450476889214968,4.820249449743214
1088,Sander Berge 20,MF,Sheffield Utd,22,1120.0,0.1,0.1,0.2,0.04,0.14,30.0,1.93,20.0,0.0,2.0,1.0,0.0,66.0,20,2.4107142857142856,5.303571428571429
1089,Steven Bergwijn 20,"FW,MF",Tottenham,22,1208.0,0.18,0.09,0.28,0.18,0.28,18.0,2.46,24.0,1.0,0.0,2.0,5.0,63.0,20,1.3410596026490067,4.693708609271523
1090,Bernard 20,"MF,FW",Everton,27,455.0,0.04,0.13,0.18,0.04,0.18,23.0,3.36,15.0,0.0,1.0,0.0,1.0,35.0,20,4.549450549450549,6.923076923076923
1091,Bernardo 20,"DF,MF",Brighton,25,206.0,0.13,0.09,0.22,0.13,0.22,6.0,1.75,2.0,0.0,0.0,2.0,0.0,4.0,20,2.621359223300971,1.7475728155339807
1092,Ryan Bertrand 20,DF,Southampton,30,2598.0,0.02,0.04,0.06,0.02,0.06,97.0,1.14,21.0,10.0,0.0,0.0,1.0,116.0,20,3.3602771362586603,4.018475750577367
1093,Yves Bissouma 20,MF,Brighton,23,3111.0,0.04,0.03,0.06,0.04,0.06,114.0,1.5,42.0,0.0,1.0,2.0,3.0,157.0,20,3.297974927675988,4.541947926711668
1094,Jayden Bogle 20,DF,Sheffield Utd,20,1110.0,0.14,0.01,0.16,0.14,0.16,23.0,0.89,6.0,1.0,3.0,0.0,1.0,27.0,20,1.8648648648648647,2.189189189189189
1095,Willy Boly 20,DF,Wolves,29,1879.0,0.05,0.02,0.07,0.05,0.07,40.0,0.53,9.0,0.0,0.0,2.0,0.0,35.0,20,1.9159127195316659,1.6764236295902077
1096,Jarrod Bowen 20,"FW,MF",West Ham,23,2562.0,0.22,0.16,0.38,0.22,0.38,37.0,2.74,44.0,11.0,4.0,10.0,8.0,113.0,20,1.2997658079625294,3.969555035128806
1097,Robbie Brady 20,MF,Burnley,28,1052.0,0.07,0.08,0.15,0.07,0.15,32.0,1.45,12.0,2.0,0.0,2.0,0.0,48.0,20,2.737642585551331,4.106463878326997
1098,Rhian Brewster 20,FW,Sheffield Utd,20,1128.0,0.14,0.13,0.27,0.14,0.27,14.0,1.76,16.0,0.0,0.0,4.0,2.0,21.0,20,1.1170212765957448,1.675531914893617
1099,Nathan Broadhead 20,MF,Everton,22,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1100,Josh Brownhill 20,MF,Burnley,24,2813.0,0.06,0.04,0.1,0.06,0.1,66.0,1.47,34.0,0.0,2.0,2.0,6.0,64.0,20,2.1116246000710985,2.0476359758265197
1101,Joe Bryan 20,"DF,FW",Fulham,26,669.0,0.05,0.06,0.11,0.05,0.11,27.0,2.56,11.0,3.0,2.0,2.0,1.0,46.0,20,3.632286995515695,6.188340807174888
1102,Kean Bryan 20,DF,Sheffield Utd,23,1004.0,0.04,0.03,0.07,0.04,0.07,22.0,0.45,5.0,0.0,0.0,0.0,0.0,11.0,20,1.9721115537848606,0.9860557768924303
1103,Oliver Burke 20,FW,Sheffield Utd,23,1269.0,0.17,0.13,0.3,0.17,0.3,11.0,1.99,18.0,0.0,6.0,2.0,0.0,42.0,20,0.7801418439716312,2.978723404255319
1104,Dan Burn 20,DF,Brighton,28,2061.0,0.06,0.04,0.11,0.06,0.11,77.0,0.87,19.0,0.0,0.0,1.0,0.0,78.0,20,3.3624454148471616,3.4061135371179043
1105,Jack Butland 20,GK,Crystal Palace,27,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1106,David Button 20,GK,West Brom,31,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1107,Oskar Buur 20,DF,Wolves,22,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20,0.0,4.090909090909091
1108,Willy Caballero 20,GK,Chelsea,38,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1109,Gary Cahill 20,DF,Crystal Palace,34,1800.0,0.03,0.04,0.07,0.03,0.07,34.0,0.6,12.0,0.0,0.0,0.0,0.0,24.0,20,1.7,1.2
1110,Tom Cairney 20,MF,Fulham,29,759.0,0.08,0.17,0.25,0.08,0.25,32.0,4.15,21.0,8.0,3.0,1.0,2.0,58.0,20,3.794466403162055,6.877470355731225
1111,Dominic Calvert-Lewin 20,FW,Everton,23,2871.0,0.48,0.06,0.55,0.48,0.55,36.0,1.57,31.0,0.0,2.0,6.0,9.0,63.0,20,1.1285266457680252,1.974921630094044
1112,João Cancelo 20,DF,Manchester City,26,2299.0,0.08,0.19,0.27,0.08,0.27,166.0,2.78,57.0,5.0,7.0,1.0,1.0,218.0,20,6.498477598956068,8.534145280556764
1113,Ian Carlo Poveda 20,"MF,DF",Leeds United,20,355.0,0.09,0.21,0.3,0.09,0.3,18.0,2.28,6.0,0.0,3.0,0.0,0.0,33.0,20,4.563380281690141,8.366197183098592
1114,Andy Carroll 20,FW,Newcastle Utd,31,392.0,0.27,0.02,0.29,0.27,0.29,12.0,2.07,5.0,0.0,1.0,1.0,1.0,3.0,20,2.7551020408163267,0.6887755102040817
1115,Scott Carson 20,GK,Manchester City,34,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1116,Fabio Carvalho 20,"MF,FW",Fulham,17,255.0,0.4,0.13,0.53,0.4,0.53,5.0,1.76,3.0,0.0,1.0,0.0,0.0,15.0,20,1.7647058823529411,5.294117647058823
1117,Matty Cash 20,DF,Aston Villa,22,2372.0,0.01,0.08,0.1,0.01,0.1,64.0,1.25,25.0,4.0,2.0,0.0,1.0,87.0,20,2.4283305227655987,3.3010118043844856
1118,Kiko Casilla 20,GK,Leeds United,33,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1119,Timothy Castagne 20,DF,Leicester City,24,2345.0,0.05,0.08,0.13,0.05,0.13,99.0,1.57,37.0,2.0,0.0,0.0,0.0,130.0,20,3.7995735607675902,4.9893390191897655
1120,Jonny Castro 20,DF,Wolves,26,495.0,0.01,0.03,0.04,0.01,0.04,11.0,1.09,6.0,0.0,0.0,0.0,0.0,27.0,20,2.0,4.909090909090909
1121,Ivan Cavaleiro 20,"FW,MF",Fulham,26,2472.0,0.23,0.12,0.35,0.17,0.29,50.0,2.62,48.0,14.0,3.0,3.0,2.0,135.0,20,1.8203883495145632,4.915048543689321
1122,Edinson Cavani 20,FW,Manchester Utd,33,1375.0,0.48,0.17,0.66,0.48,0.66,18.0,2.23,24.0,0.0,2.0,4.0,2.0,12.0,20,1.1781818181818182,0.7854545454545454
1123,Dani Ceballos 20,MF,Arsenal,23,1615.0,0.04,0.16,0.2,0.04,0.2,107.0,3.07,48.0,3.0,1.0,1.0,1.0,165.0,20,5.962848297213623,9.195046439628484
1124,Calum Chambers 20,DF,Arsenal,25,753.0,0.07,0.14,0.21,0.07,0.21,23.0,1.91,15.0,0.0,0.0,1.0,0.0,33.0,20,2.749003984063745,3.9442231075697207
1125,Ben Chilwell 20,DF,Chelsea,23,2286.0,0.1,0.11,0.21,0.1,0.21,127.0,2.24,36.0,12.0,1.0,3.0,4.0,177.0,20,5.0,6.968503937007874
1126,Hamza Choudhury 20,MF,Leicester City,22,316.0,0.11,0.0,0.11,0.11,0.11,8.0,0.85,2.0,0.0,0.0,1.0,0.0,9.0,20,2.278481012658228,2.5632911392405062
1127,Andreas Christensen 20,DF,Chelsea,24,1371.0,0.01,0.02,0.03,0.01,0.03,46.0,0.59,9.0,0.0,0.0,0.0,0.0,54.0,20,3.0196936542669586,3.5448577680525166
1128,Carney Chukwuemeka 20,"FW,MF",Aston Villa,16,20.0,0.29,0.0,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20,0.0,4.5
1129,Ciaran Clark 20,DF,Newcastle Utd,30,1891.0,0.02,0.0,0.02,0.02,0.02,35.0,0.29,6.0,0.0,0.0,0.0,0.0,25.0,20,1.6657852987837123,1.1898466419883658
1130,Nathaniel Clyne 20,DF,Crystal Palace,29,1145.0,0.01,0.03,0.04,0.01,0.04,25.0,0.55,5.0,1.0,0.0,1.0,0.0,37.0,20,1.9650655021834063,2.9082969432314414
1131,Conor Coady 20,DF,Wolves,27,3303.0,0.03,0.0,0.04,0.03,0.04,59.0,0.25,7.0,0.0,0.0,1.0,0.0,29.0,20,1.6076294277929155,0.7901907356948228
1132,Séamus Coleman 20,"DF,MF",Everton,31,1613.0,0.06,0.11,0.17,0.06,0.17,43.0,1.84,24.0,1.0,4.0,1.0,3.0,70.0,20,2.399256044637322,3.905765654060757
1133,Aaron Connolly 20,FW,Brighton,20,791.0,0.4,0.02,0.42,0.4,0.42,3.0,1.37,7.0,0.0,3.0,0.0,2.0,17.0,20,0.34134007585335013,1.934260429835651
1134,Liam Cooper 20,DF,Leeds United,28,2185.0,0.05,0.0,0.05,0.05,0.05,67.0,0.58,9.0,0.0,0.0,3.0,0.0,57.0,20,2.7597254004576657,2.3478260869565215
1135,Theo Corbeanu 20,FW,Wolves,18,9.0,0.0,0.9,0.9,0.0,0.9,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,20,0.0,10.0
1136,Jack Cork 20,MF,Burnley,31,1350.0,0.02,0.04,0.06,0.02,0.06,26.0,1.2,16.0,0.0,0.0,1.0,1.0,33.0,20,1.7333333333333334,2.2
1137,Hélder Costa 20,"MF,FW",Leeds United,26,1156.0,0.16,0.07,0.23,0.16,0.23,16.0,1.63,15.0,0.0,2.0,1.0,3.0,56.0,20,1.245674740484429,4.359861591695502
1138,Vladimír Coufal 20,DF,West Ham,27,3054.0,0.04,0.14,0.17,0.04,0.17,119.0,2.09,54.0,11.0,1.0,2.0,2.0,108.0,20,3.5068762278978394,3.182711198428291
1139,Aaron Cresswell 20,DF,West Ham,30,3170.0,0.03,0.17,0.19,0.03,0.19,120.0,2.73,48.0,41.0,1.0,4.0,2.0,97.0,20,3.406940063091483,2.7539432176656153
1140,Patrick Cutrone 20,FW,Wolves,22,25.0,0.61,0.0,0.61,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20,0.0,3.5999999999999996
1141,Stuart Dallas 20,"DF,MF",Leeds United,29,3409.0,0.12,0.05,0.18,0.12,0.18,182.0,1.95,63.0,2.0,4.0,3.0,0.0,184.0,20,4.804928131416838,4.857729539454385
1142,Scott Dann 20,DF,Crystal Palace,33,1350.0,0.02,0.0,0.02,0.02,0.02,28.0,0.33,4.0,0.0,0.0,0.0,0.0,15.0,20,1.8666666666666667,1.0
1143,Karl Darlow 20,GK,Newcastle Utd,29,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.0,2.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1144,Ben Davies 20,DF,Tottenham,27,1346.0,0.01,0.04,0.06,0.01,0.06,43.0,1.14,12.0,0.0,1.0,0.0,2.0,54.0,20,2.87518573551263,3.610698365527489
1145,Tom Davies 20,MF,Everton,22,1423.0,0.01,0.06,0.07,0.01,0.07,47.0,1.33,20.0,0.0,1.0,0.0,0.0,52.0,20,2.972593113141251,3.2888264230498945
1146,Keinan Davis 20,"FW,MF",Aston Villa,22,277.0,0.34,0.16,0.49,0.34,0.49,3.0,4.87,8.0,0.0,3.0,2.0,1.0,11.0,20,0.9747292418772563,3.574007220216606
1147,Leif Davis 20,DF,Leeds United,20,33.0,0.0,0.0,0.0,0.0,0.0,1.0,2.73,1.0,0.0,0.0,0.0,0.0,1.0,20,2.7272727272727275,2.7272727272727275
1148,Craig Dawson 20,DF,West Ham,30,1925.0,0.08,0.0,0.08,0.08,0.08,25.0,0.37,5.0,1.0,0.0,1.0,1.0,21.0,20,1.1688311688311688,0.9818181818181818
1149,Kevin De Bruyne 20,MF,Manchester City,29,1997.0,0.44,0.46,0.9,0.34,0.79,173.0,6.4,95.0,24.0,7.0,4.0,5.0,213.0,20,7.7966950425638455,9.599399098647972
1150,Liam Delap 20,FW,Manchester City,17,40.0,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1151,Fabian Delph 20,"MF,DF",Everton,30,266.0,0.01,0.03,0.04,0.01,0.04,15.0,1.02,2.0,1.0,0.0,0.0,0.0,17.0,20,5.075187969924812,5.75187969924812
1152,Leander Dendoncker 20,"MF,DF",Wolves,25,2503.0,0.12,0.03,0.14,0.12,0.14,62.0,1.55,36.0,1.0,1.0,3.0,1.0,62.0,20,2.2293248102277268,2.2293248102277268
1153,Mbaye Diagne 20,FW,West Brom,28,1189.0,0.38,0.13,0.51,0.38,0.51,16.0,2.12,20.0,1.0,1.0,1.0,2.0,10.0,20,1.2111017661900758,0.7569386038687973
1154,Amad Diallo 20,FW,Manchester Utd,18,166.0,0.02,0.26,0.29,0.02,0.29,5.0,1.08,2.0,0.0,0.0,0.0,0.0,7.0,20,2.710843373493976,3.795180722891566
1155,Ibrahima Diallo 20,MF,Southampton,21,1020.0,0.05,0.05,0.11,0.05,0.11,33.0,1.59,15.0,0.0,0.0,1.0,1.0,45.0,20,2.911764705882353,3.9705882352941173
1156,Grady Diangana 20,"MF,FW",West Brom,22,1235.0,0.09,0.01,0.1,0.09,0.1,26.0,1.46,12.0,1.0,1.0,3.0,2.0,69.0,20,1.8947368421052633,5.0283400809716605
1157,Raphael Dias Belloli 20,MF,Leeds United,23,2360.0,0.23,0.31,0.54,0.23,0.54,135.0,4.16,62.0,26.0,10.0,4.0,3.0,162.0,20,5.148305084745763,6.177966101694915
1158,Rúben Dias 20,DF,Manchester City,23,2843.0,0.07,0.0,0.08,0.07,0.08,116.0,0.66,19.0,0.0,0.0,1.0,1.0,230.0,20,3.6721772775237427,7.281041153710869
1159,Eric Dier 20,DF,Tottenham,26,2520.0,0.03,0.0,0.03,0.03,0.03,62.0,0.57,14.0,0.0,0.0,1.0,0.0,66.0,20,2.2142857142857144,2.357142857142857
1160,Lucas Digne 20,DF,Everton,27,2681.0,0.02,0.18,0.2,0.02,0.2,108.0,2.35,49.0,17.0,0.0,2.0,2.0,100.0,20,3.6255128683327116,3.3569563595673255
1161,Virgil van Dijk 20,DF,Liverpool,29,370.0,0.08,0.0,0.08,0.08,0.08,20.0,0.24,1.0,0.0,0.0,0.0,0.0,13.0,20,4.864864864864865,3.1621621621621623
1162,Issa Diop 20,DF,West Ham,23,1381.0,0.02,0.0,0.02,0.02,0.02,22.0,0.26,4.0,0.0,0.0,0.0,0.0,23.0,20,1.4337436640115857,1.4989138305575669
1163,Moussa Djenepo 20,MF,Southampton,22,1240.0,0.07,0.04,0.11,0.07,0.11,24.0,2.25,15.0,0.0,10.0,1.0,5.0,62.0,20,1.7419354838709677,4.5
1164,Matt Doherty 20,DF,Tottenham,28,1240.0,0.03,0.06,0.09,0.03,0.09,43.0,1.6,18.0,1.0,1.0,0.0,2.0,66.0,20,3.1209677419354835,4.790322580645161
1165,Gabriel Dos Santos 20,DF,Arsenal,22,1996.0,0.05,0.0,0.05,0.05,0.05,53.0,0.45,6.0,1.0,1.0,2.0,0.0,111.0,20,2.3897795591182365,5.00501002004008
1166,Abdoulaye Doucouré 20,MF,Everton,27,2443.0,0.08,0.08,0.16,0.08,0.16,65.0,1.51,36.0,1.0,1.0,1.0,0.0,81.0,20,2.394596807204257,2.9840360212853048
1167,Martin Dúbravka 20,GK,Newcastle Utd,31,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1168,Paul Dummett 20,DF,Newcastle Utd,28,1255.0,0.02,0.04,0.06,0.02,0.06,23.0,0.36,5.0,0.0,0.0,0.0,0.0,13.0,20,1.6494023904382469,0.9322709163346613
1169,Lewis Dunk 20,DF,Brighton,28,2931.0,0.08,0.03,0.1,0.08,0.1,70.0,0.58,14.0,1.0,0.0,4.0,0.0,88.0,20,2.149437052200614,2.7021494370522
1170,Jimmy Dunne 20,DF,Burnley,22,270.0,0.14,0.04,0.17,0.14,0.17,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,20,0.6666666666666666,0.0
1171,Ederson 20,GK,Manchester City,26,3240.0,0.0,0.01,0.01,0.0,0.01,1.0,0.14,4.0,1.0,0.0,0.0,0.0,0.0,20,0.027777777777777776,0.0
1172,Kyle Edwards 20,"MF,FW",West Brom,22,118.0,0.11,0.0,0.11,0.11,0.11,3.0,0.76,1.0,0.0,0.0,0.0,0.0,10.0,20,2.288135593220339,7.627118644067797
1173,John Egan 20,DF,Sheffield Utd,27,2629.0,0.02,0.01,0.03,0.02,0.03,58.0,0.45,12.0,0.0,0.0,0.0,0.0,70.0,20,1.9855458349182198,2.3963484214530237
1174,Anthony Elanga 20,FW,Manchester Utd,18,155.0,0.16,0.02,0.18,0.16,0.18,2.0,1.16,1.0,0.0,1.0,0.0,0.0,6.0,20,1.161290322580645,3.4838709677419355
1175,Ahmed Elmohamady 20,DF,Aston Villa,32,839.0,0.05,0.07,0.12,0.05,0.12,48.0,2.25,18.0,1.0,0.0,1.0,0.0,44.0,20,5.148986889153754,4.7199046483909415
1176,Mohamed Elneny 20,MF,Arsenal,28,1544.0,0.03,0.01,0.04,0.03,0.04,60.0,0.93,13.0,0.0,1.0,1.0,1.0,70.0,20,3.4974093264248705,4.080310880829016
1177,Jonny Evans 20,DF,Leicester City,32,2473.0,0.06,0.01,0.07,0.06,0.07,63.0,0.51,14.0,0.0,0.0,0.0,0.0,53.0,20,2.2927618277395876,1.928831378892034
1178,Eberechi Eze 20,MF,Crystal Palace,22,2559.0,0.08,0.1,0.18,0.08,0.18,111.0,2.92,48.0,13.0,10.0,2.0,8.0,188.0,20,3.9038686987104336,6.611957796014068
1179,Łukasz Fabiański 20,GK,West Ham,35,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1180,Fabinho 20,"DF,MF",Liverpool,26,2567.0,0.02,0.01,0.03,0.02,0.03,102.0,0.81,20.0,0.0,0.0,0.0,2.0,156.0,20,3.576158940397351,5.469419555901831
1181,Bruno Fernandes 20,MF,Manchester Utd,25,3099.0,0.45,0.32,0.77,0.23,0.55,227.0,4.88,121.0,22.0,4.0,10.0,8.0,234.0,20,6.592449177153921,6.795740561471443
1182,Federico Fernández 20,DF,Newcastle Utd,31,2079.0,0.01,0.01,0.03,0.01,0.03,19.0,0.48,9.0,2.0,0.0,0.0,0.0,10.0,20,0.8225108225108224,0.4329004329004329
1183,Fernandinho 20,MF,Manchester City,35,1188.0,0.06,0.07,0.13,0.06,0.13,96.0,2.2,21.0,0.0,3.0,0.0,0.0,135.0,20,7.272727272727273,10.227272727272728
1184,Sam Field 20,MF,West Brom,22,62.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20,2.903225806451613,1.4516129032258065
1185,Roberto Firmino 20,FW,Liverpool,28,2838.0,0.4,0.2,0.6,0.4,0.6,134.0,3.39,80.0,0.0,12.0,9.0,5.0,168.0,20,4.249471458773784,5.3276955602537
1186,John Fleck 20,MF,Sheffield Utd,28,2575.0,0.03,0.09,0.12,0.03,0.12,103.0,2.31,46.0,13.0,3.0,2.0,1.0,129.0,20,3.6,4.50873786407767
1187,Phil Foden 20,"FW,MF",Manchester City,20,1616.0,0.31,0.23,0.54,0.31,0.54,60.0,3.73,43.0,8.0,9.0,4.0,2.0,137.0,20,3.3415841584158414,7.6299504950495045
1188,Wesley Fofana 20,DF,Leicester City,19,2262.0,0.04,0.01,0.05,0.04,0.05,78.0,0.72,14.0,0.0,0.0,1.0,2.0,171.0,20,3.103448275862069,6.803713527851459
1189,Pablo Fornals 20,"FW,MF",West Ham,24,2572.0,0.23,0.09,0.32,0.23,0.32,108.0,2.48,59.0,1.0,1.0,5.0,4.0,127.0,20,3.779160186625194,4.444012441679627
1190,Fraser Forster 20,GK,Southampton,32,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1191,Timothy Fosu-Mensah 20,DF,Manchester Utd,22,80.0,0.03,0.31,0.34,0.03,0.34,1.0,4.5,4.0,0.0,0.0,0.0,0.0,7.0,20,1.125,7.875
1192,Tyrese Francois 20,DF,Fulham,20,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,18.0,0.0
1193,Ryan Fraser 20,"FW,MF",Newcastle Utd,26,928.0,0.09,0.2,0.29,0.09,0.29,17.0,3.69,23.0,13.0,0.0,1.0,1.0,46.0,20,1.648706896551724,4.461206896551724
1194,Fred 20,MF,Manchester Utd,27,2390.0,0.07,0.1,0.17,0.07,0.17,149.0,2.52,58.0,1.0,2.0,1.0,2.0,116.0,20,5.610878661087866,4.368200836820083
1195,Ryan Fredericks 20,"DF,FW",West Ham,27,569.0,0.05,0.19,0.24,0.05,0.24,15.0,3.32,16.0,0.0,1.0,1.0,1.0,27.0,20,2.3725834797891037,4.270650263620387
1196,Christian Fuchs 20,DF,Leicester City,34,702.0,0.01,0.0,0.01,0.01,0.01,33.0,0.38,3.0,0.0,0.0,0.0,0.0,27.0,20,4.230769230769231,3.4615384615384617
1197,Darnell Furlong 20,DF,West Brom,24,2932.0,0.06,0.06,0.13,0.06,0.13,78.0,1.04,24.0,5.0,0.0,3.0,2.0,64.0,20,2.3942701227830834,1.9645293315143249
1198,Conor Gallagher 20,MF,West Brom,20,2531.0,0.06,0.06,0.12,0.06,0.12,54.0,1.46,24.0,7.0,3.0,1.0,5.0,80.0,20,1.9201896483603318,2.8447254049782695
1199,Eric García 20,DF,Manchester City,19,383.0,0.03,0.02,0.05,0.03,0.05,16.0,0.94,3.0,0.0,0.0,0.0,1.0,45.0,20,3.759791122715405,10.574412532637076
1200,Dwight Gayle 20,"FW,MF",Newcastle Utd,29,514.0,0.36,0.09,0.45,0.36,0.45,3.0,2.28,8.0,2.0,0.0,2.0,1.0,6.0,20,0.5252918287937743,1.0505836575875487
1201,Jean-Philippe Gbamin 20,MF,Everton,24,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20,7.5,15.0
1202,David de Gea 20,GK,Manchester Utd,29,2295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0,20,0.0,0.0
1203,Anwar El Ghazi 20,FW,Aston Villa,25,1613.0,0.45,0.13,0.58,0.28,0.41,39.0,3.07,30.0,9.0,4.0,6.0,6.0,107.0,20,2.17606943583385,5.970241785492871
1204,Kieran Gibbs 20,DF,West Brom,30,809.0,0.01,0.03,0.04,0.01,0.04,16.0,0.44,4.0,0.0,0.0,0.0,0.0,23.0,20,1.779975278121137,2.5587144622991347
1205,Morgan Gibbs-White 20,"MF,FW",Wolves,20,414.0,0.21,0.13,0.34,0.21,0.34,22.0,3.7,12.0,2.0,0.0,0.0,3.0,38.0,20,4.782608695652175,8.260869565217392
1206,Billy Gilmour 20,MF,Chelsea,19,261.0,0.01,0.04,0.06,0.01,0.06,9.0,1.38,4.0,0.0,0.0,0.0,0.0,12.0,20,3.103448275862069,4.137931034482759
